Time,Input,Action,Reward,Weights
0.00,-1.190526,-0.1768421,7.5,1,0,0,1,0.5,0.9712484,-0.3654498,0.08956802,-0.7295327,-0.3489481,0.7144747,-0.2616372,-0.2600157,0.9552598,0.4638745,-0.197704,0.5037427,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
0.36,-1.190526,-0.1768421,7.5,1,0,1,1,-0.2,0.9712484,-0.3654498,0.08956802,-0.7295327,-0.3489481,0.7144747,-0.2616078,-0.2600113,0.9550748,0.4638498,-0.197704,0.503718,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
0.37,-1.19199,-0.1768421,7.5,1,0,1,1,-0.2,0.9712484,-0.3654498,0.08956802,-0.7295327,-0.3489481,0.7144747,-0.2615784,-0.260007,0.9548897,0.4638252,-0.197704,0.5036933,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
0.38,-1.197111,-0.1768421,7.5,1,0,1,1,-0.2,0.9712484,-0.3654498,0.08956802,-0.7295327,-0.3489481,0.7144747,-0.2615488,-0.2600026,0.9547045,0.4638005,-0.197704,0.5036687,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
0.38,-1.198779,-0.1768421,7.5,1,0,1,1,-0.2,0.9712484,-0.3654498,0.08956802,-0.7295327,-0.3489481,0.7144747,-0.2615192,-0.2599983,0.9545191,0.4637758,-0.197704,0.5036439,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
0.39,-1.200631,-0.1768421,7.5,1,0,1,0,1,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2615192,-0.2599983,0.9545191,0.4637758,-0.197704,0.5036439,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.06,-1.200631,0.4347757,7.5,0.7,1,0.2870205,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2614494,-0.2600235,0.9540832,0.4637351,-0.1977621,0.5036272,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.07,-1.202595,0.4347757,7.5,0.7,1,0.2807945,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2613791,-0.260049,0.9536446,0.4636942,-0.1978205,0.5036108,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.08,-1.204561,0.4347757,7.5,0.7,1,0.2745587,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2613082,-0.2600745,0.9532034,0.463653,-0.1978794,0.5035947,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.08,-1.20653,0.434029,7.5,0.7,1,0.2683559,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2612368,-0.2601002,0.9527595,0.4636115,-0.1979386,0.5035788,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.09,-1.208489,0.434029,7.5,0.7,1,0.2621346,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2611648,-0.2601261,0.9523129,0.4635698,-0.1979981,0.5035632,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.10,-1.210454,0.434029,7.5,0.7,1,0.2559974,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2610923,-0.2601521,0.9518635,0.4635279,-0.198058,0.5035479,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.10,-1.212392,0.4327945,7.5,0.7,1,0.2498014,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2610193,-0.2601781,0.9514115,0.4634857,-0.1981183,0.5035328,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
3.11,-1.214348,0.4327945,7.5,0.7,1,0.2432636,1,-0.2,0.9538324,-0.368015,0.1983602,-0.7150271,-0.3489481,0.7289803,-0.2609456,-0.2602044,0.9509567,0.4634433,-0.1981789,0.503518,-0.347742,0.709013,-0.04893959,-0.3214091,-0.07314384,-0.4304878
